"","X","T8724","X3720","X7910","F2673","T1820","F8903","F6962","T8546","T2100","F6350","F3892","T2413","F9135","R3221","X8719","R7919","R9150","F2601","R8774","T4070","R3762","T6591","F8011","T5062","R5657","T5282","F0763","X7790","T5177","T4954"
"1098","P18754_S11",-0.8431372549,0.03921568627,-1.235294118,0.1176470588,0.568627451,0.03921568627,0.7647058824,0.3333333333,0.3725490196,-0.137254902,0.3725490196,-0.137254902,1,0,0,-0.2156862745,0.5882352941,-0.3333333333,-0.1960784314,-0.7647058824,0.3725490196,-1.764705882,0.1568627451,-0.7843137255,-0.7843137255,-0.3529411765,-0.3921568627,-0.9019607843,0.7450980392,-0.4509803922
"1099","O43566_S203",-1.176470588,0.4117647059,-0.8039215686,-0.2352941176,0.1960784314,-0.3137254902,0.09803921569,-0.5098039216,-0.01960784314,-1.941176471,0.7058823529,-0.9215686275,0.8823529412,-0.5294117647,-1.411764706,-0.9215686275,-0.8039215686,-1.549019608,-0.2745098039,-0.7254901961,-1.117647059,1.725490196,-0.3333333333,0.07843137255,0.03921568627,0.137254902,0.4705882353,0.5294117647,0.431372549,0.9607843137
"1100","Q8WWM7_S111",0.1176470588,0.9019607843,-0.6078431373,-1.882352941,0.03921568627,-0.1960784314,-0.3137254902,-0.2156862745,-1.078431373,-0.2549019608,-0.9803921569,-1.019607843,-0.431372549,-1.254901961,-0.9019607843,1.254901961,-0.4509803922,-0.1960784314,0.2745098039,0.5490196078,-0.03921568627,-0.7843137255,0.7058823529,0.5098039216,0.2745098039,0.7254901961,-0.3137254902,0.5098039216,-0.1764705882,0.3921568627
"1101","O95453_S557",-0.5490196078,0.6862745098,0.9215686275,-0.07843137255,-0.4901960784,-0.6274509804,-0.2156862745,-0.2352941176,-0.7058823529,-0.2352941176,0.5294117647,-0.8039215686,-1.196078431,-1.588235294,0.1568627451,0.2941176471,-0.9607843137,-1.294117647,0.8039215686,0.5294117647,0.4509803922,-0.4705882353,0.2745098039,-0.7254901961,0.4509803922,0.09803921569,0,0.1568627451,-0.1764705882,0.8235294118
"1102","P29590_S518",0.5882352941,0.8431372549,-0.05882352941,-0.6862745098,-0.3725490196,-0.1960784314,-0.1176470588,1.254901961,-0.1176470588,-0.5294117647,-1.705882353,-0.4509803922,0.6078431373,-0.5490196078,1.705882353,-0.1568627451,0.6666666667,0.01960784314,0.3333333333,-0.2941176471,0.03921568627,-3.254901961,-1.509803922,-2.31372549,-0.7058823529,0.1960784314,-0.9411764706,-1.078431373,-0.1176470588,0.1960784314
"1103","P29590_S527",0.5882352941,0.8431372549,-0.05882352941,-0.6862745098,-0.3725490196,-0.1960784314,-0.1176470588,1.254901961,-0.1176470588,-0.5294117647,-1.705882353,-0.4509803922,0.6078431373,-0.5490196078,1.705882353,-0.1568627451,0.6666666667,0.01960784314,0.3333333333,-0.2941176471,0.03921568627,-3.254901961,-1.509803922,-2.31372549,-0.7058823529,0.1960784314,-0.9411764706,-1.078431373,-0.1176470588,0.1960784314
"1104","P04049_S301",-0.07843137255,0.8823529412,-0.6666666667,-0.4705882353,-0.03921568627,-1.196078431,-0.2941176471,-0.1960784314,-2.176470588,-0.7254901961,0.5098039216,-1.470588235,-0.05882352941,-0.5098039216,0.8235294118,-0.137254902,-5,-0.431372549,0.7058823529,-0.5294117647,-0.05882352941,1.411764706,0.6666666667,0.01960784314,0,0.2549019608,-0.3921568627,-0.7058823529,-0.3529411765,1.078431373
"1105","O75494_S131",0.5098039216,0.431372549,0.3529411765,0.1764705882,-1.31372549,0.3333333333,-0.3137254902,0.2745098039,1.019607843,-0.4117647059,-0.4509803922,0.4901960784,0.2549019608,1.196078431,0.4705882353,-0.7254901961,-0.7843137255,-0.5882352941,0.2745098039,0.6470588235,-0.5294117647,-1.333333333,-0.8431372549,-0.6666666667,-0.5098039216,-0.7450980392,-0.9607843137,-0.862745098,0.2745098039,-0.1960784314
"1106","O75494_S133",0.5098039216,0.431372549,0.3529411765,0.1764705882,-1.31372549,0.3333333333,-0.3137254902,0.2745098039,1.019607843,-0.4117647059,-0.4509803922,0.4901960784,0.2549019608,1.196078431,0.4705882353,-0.7254901961,-0.7843137255,-0.5882352941,0.2745098039,0.6470588235,-0.5294117647,-1.333333333,-0.8431372549,-0.6666666667,-0.5098039216,-0.7450980392,-0.9607843137,-0.862745098,0.2745098039,-0.1960784314
"1107","P60174_S58",-0.862745098,-0.2549019608,0.2745098039,0.5294117647,0.6470588235,-0.6862745098,0.3921568627,-0.5294117647,0.8235294118,-0.6078431373,0.01960784314,0,-1.019607843,-0.8235294118,-1.235294118,-0.6862745098,-3.333333333,-2.117647059,1.137254902,0.1568627451,1.137254902,-1.352941176,-0.2941176471,0.4117647059,0.4705882353,0.5098039216,0.1764705882,-0.8431372549,0.7450980392,-0.5490196078
"1108","Q9NQ55_S359",0,1.333333333,-0.3921568627,-0.137254902,-0.9803921569,-0.01960784314,0.07843137255,-0.4705882353,0.5882352941,0.5294117647,0.137254902,-0.3725490196,0.3725490196,-0.6666666667,1.509803922,-0.9215686275,1.352941176,-0.9411764706,0.7254901961,-0.3137254902,-0.9607843137,0.7843137255,-1.803921569,-2.941176471,-1.254901961,-0.2352941176,-1.68627451,-2,-0.2156862745,-0.862745098
"1109","Q8TF01_S211",1.235294118,0.2941176471,0.2549019608,0.6862745098,0.05882352941,0.9607843137,0.6666666667,-0.568627451,0.4901960784,-0.9803921569,-0.3333333333,1.392156863,0.05882352941,0.2745098039,-0.6274509804,-2.725490196,-1.960784314,-0.3137254902,0.03921568627,-0.8039215686,-0.9803921569,0.1764705882,-0.5882352941,-1.294117647,-0.568627451,0.3333333333,-0.07843137255,-0.9215686275,-0.6666666667,-0.8431372549
"1110","Q9NYF8_S177",-0.09803921569,0.3921568627,-0.2156862745,0.2156862745,-0.1176470588,0.5490196078,0.2745098039,-1.098039216,0.3921568627,0.3333333333,-0.1764705882,-0.07843137255,0.1176470588,0.2549019608,1.607843137,-0.2549019608,-0.2549019608,0.09803921569,0.7254901961,-0.9411764706,-3.039215686,0.2549019608,-2.176470588,-1.274509804,-0.568627451,0.2941176471,-0.5294117647,-1.019607843,0.2156862745,-0.2941176471
"1111","O95835_S464",0.4901960784,0.431372549,-0.3137254902,-0.7843137255,-0.4509803922,-0.4705882353,-0.2745098039,0.8823529412,-0.9803921569,-0.05882352941,-0.01960784314,-0.3529411765,-1.039215686,-0.5490196078,-1.254901961,0.3529411765,-0.9803921569,-0.2352941176,1,-0.3333333333,-0.05882352941,0.7647058824,0.431372549,-0.3137254902,0.6274509804,0.3137254902,-0.2745098039,-0.8431372549,-0.137254902,0.6666666667
"1112","P51812_S715",-0.3529411765,-0.1764705882,-1.019607843,-0.4509803922,0.03921568627,-0.9607843137,-0.6078431373,0.6078431373,-1.62745098,0.2352941176,0.7254901961,-0.9411764706,0,-1.215686275,0.9803921569,0.05882352941,-1.019607843,-1.862745098,0.431372549,-0.4901960784,-0.07843137255,0.9215686275,-0.1568627451,0.01960784314,0.7254901961,0.862745098,0.4705882353,-0.2156862745,-0.4509803922,0.3137254902
"1113","Q9BXP5_S74",-0.137254902,0.137254902,0.1568627451,0.07843137255,-0.05882352941,-0.1960784314,0.2352941176,-0.03921568627,1.549019608,-0.1568627451,-0.3333333333,1.529411765,0.3137254902,0.8823529412,-0.1568627451,-1.235294118,-0.9803921569,-0.4901960784,-0.6666666667,-0.3137254902,0.6078431373,-1.960784314,-0.05882352941,-1,-1.666666667,-0.431372549,-1.156862745,-1.235294118,0.1764705882,-0.03921568627
"1114","Q13595_S260",-0.2156862745,0.09803921569,-0.4509803922,0.2156862745,-0.4509803922,0.7254901961,0.1960784314,0.2156862745,1.901960784,-0.5490196078,-0.6666666667,1.137254902,-0.3137254902,0.6666666667,0.3921568627,-1.039215686,-0.5882352941,-0.2745098039,-0.2549019608,0.07843137255,-0.4705882353,-1.745098039,-0.3725490196,-0.03921568627,-0.8039215686,-0.4509803922,-0.4901960784,-0.7647058824,-0.05882352941,-1.666666667
"1115","Q13595_S262",-0.2156862745,0.09803921569,-0.4509803922,0.2156862745,-0.4509803922,0.7254901961,0.1960784314,0.2156862745,1.901960784,-0.5490196078,-0.6666666667,1.137254902,-0.3137254902,0.6666666667,0.3921568627,-1.039215686,-0.5882352941,-0.2745098039,-0.2549019608,0.07843137255,-0.4705882353,-1.745098039,-0.3725490196,-0.03921568627,-0.8039215686,-0.4509803922,-0.4901960784,-0.7647058824,-0.05882352941,-1.666666667
"1116","Q16204_S240",-0.2941176471,0.8039215686,0.6078431373,0.03921568627,-1.843137255,-0.6862745098,-0.7058823529,-0.2549019608,-0.8039215686,0.03921568627,-2.058823529,-1.725490196,-0.2352941176,-0.7647058824,-0.568627451,0.3725490196,-2.333333333,0.9411764706,0.3333333333,0.2941176471,-0.5294117647,0.01960784314,-0.8431372549,0.3529411765,1.215686275,1.058823529,0.137254902,0.05882352941,-0.2745098039,0.5294117647
"1117","Q16204_S244",-0.2941176471,0.8039215686,0.6078431373,0.03921568627,-1.843137255,-0.6862745098,-0.7058823529,-0.2549019608,-0.8039215686,0.03921568627,-2.058823529,-1.725490196,-0.2352941176,-0.7647058824,-0.568627451,0.3725490196,-2.333333333,0.9411764706,0.3333333333,0.2941176471,-0.5294117647,0.01960784314,-0.8431372549,0.3529411765,1.215686275,1.058823529,0.137254902,0.05882352941,-0.2745098039,0.5294117647
"1118","Q8IYB3_T572",0.6078431373,0.137254902,-0.2352941176,-0.137254902,-0.7058823529,0.4117647059,0.1960784314,0.03921568627,1.156862745,0.2549019608,0.03921568627,0.5098039216,0.09803921569,0.7254901961,0.2549019608,-1.039215686,-0.5098039216,-0.8431372549,0.1568627451,0.2156862745,-0.9019607843,0.1960784314,-1.078431373,-0.3529411765,-0.5490196078,-0.4705882353,-0.6274509804,-0.4901960784,0.2352941176,-0.3725490196
"1119","Q8IYB3_T574",0.6078431373,0.137254902,-0.2352941176,-0.137254902,-0.7058823529,0.4117647059,0.1960784314,0.03921568627,1.156862745,0.2549019608,0.03921568627,0.5098039216,0.09803921569,0.7254901961,0.2549019608,-1.039215686,-0.5098039216,-0.8431372549,0.1568627451,0.2156862745,-0.9019607843,0.1960784314,-1.078431373,-0.3529411765,-0.5490196078,-0.4705882353,-0.6274509804,-0.4901960784,0.2352941176,-0.3725490196
"1120","Q9Y2I7_S307",-0.6274509804,0.3137254902,-0.2941176471,-0.4705882353,-0.2549019608,-0.9215686275,-0.2156862745,-0.09803921569,-1.235294118,0.3725490196,0.6078431373,-0.1960784314,-1.294117647,-1.215686275,-0.2745098039,0.5098039216,-0.05882352941,-0.6274509804,1.529411765,-0.5490196078,0.5490196078,0.1176470588,-0.6666666667,-0.6666666667,0.6274509804,-0.2549019608,0.2745098039,-0.01960784314,0.2549019608,0.5294117647
"1121","Q8IYB3_S402",-0.568627451,0.01960784314,0.1176470588,0.4705882353,-0.7647058824,-1.196078431,-0.05882352941,0.4117647059,0.7843137255,0.431372549,0.3921568627,0.6274509804,0.4117647059,0.5098039216,0,-0.3137254902,-0.6274509804,0.2941176471,0.1764705882,-0.05882352941,0.09803921569,-1.764705882,0.2352941176,0.01960784314,-0.9019607843,-0.7450980392,-0.431372549,-0.4705882353,0.2156862745,-0.3921568627
"1122","Q8IYB3_T406",-0.568627451,0.01960784314,0.1176470588,0.4705882353,-0.7647058824,-1.196078431,-0.05882352941,0.4117647059,0.7843137255,0.431372549,0.3921568627,0.6274509804,0.4117647059,0.5098039216,0,-0.3137254902,-0.6274509804,0.2941176471,0.1764705882,-0.05882352941,0.09803921569,-1.764705882,0.2352941176,0.01960784314,-0.9019607843,-0.7450980392,-0.431372549,-0.4705882353,0.2156862745,-0.3921568627
"1123","Q9Y2W1_S682",0.2745098039,0.4117647059,-0.01960784314,-0.01960784314,0.3137254902,-0.03921568627,0.568627451,0.1176470588,0.1568627451,0.137254902,-0.6078431373,0.2941176471,-0.4117647059,-0.3529411765,1.098039216,0.431372549,-0.3529411765,-0.3333333333,0.4901960784,-0.2941176471,0.6862745098,-2.078431373,-0.2745098039,-0.9803921569,-0.6862745098,0.07843137255,-0.5882352941,-0.8823529412,-0.2156862745,-0.2549019608
"1124","Q9UJU6_S160",-0.7843137255,0.03921568627,0.1764705882,-0.1764705882,-0.4901960784,0.2156862745,0.03921568627,-0.05882352941,-0.2941176471,-0.431372549,-0.6078431373,0.5882352941,0,0.3725490196,1.039215686,0.2352941176,1.62745098,-0.1764705882,0.1568627451,-0.137254902,0.1568627451,-0.9411764706,-0.4509803922,-0.5882352941,-0.7058823529,-1.411764706,-0.4901960784,-0.6470588235,-0.09803921569,-0.03921568627
"1125","P14317_S275",0.2745098039,0.01960784314,-0.1568627451,0.3725490196,-2.411764706,0.3529411765,-0.3725490196,-2.509803922,0.3725490196,-1.098039216,0.5882352941,0.1764705882,0.137254902,-0.7058823529,-5,-3.568627451,-1.529411765,-0.7058823529,-1.529411765,-0.9411764706,-1.764705882,0.3725490196,0.1764705882,0.9215686275,0.7843137255,1.666666667,0.9803921569,1.490196078,-0.9019607843,-1.549019608
"1126","Q6UUV7_S62",-0.568627451,-1.019607843,-0.1764705882,-0.9215686275,0.2352941176,0.1764705882,-0.9803921569,0.6862745098,-0.3725490196,-1.490196078,-1.058823529,0.07843137255,-1.529411765,-0.7450980392,-1.078431373,0.6862745098,-1.725490196,0.4705882353,1.215686275,-0.8235294118,-0.3333333333,1.843137255,-0.5098039216,0,0.5294117647,0.6274509804,0.4901960784,-0.3725490196,-0.7843137255,-0.2156862745
"1127","Q9UBL3_S623",-0.05882352941,0.2549019608,0.3137254902,0.1176470588,-0.1568627451,0.1568627451,0.1568627451,0.2941176471,-0.5882352941,0.4901960784,0.03921568627,-0.568627451,0.1568627451,-0.9803921569,0.9411764706,0.1176470588,0.9215686275,-0.1764705882,0.6862745098,-0.1960784314,0.1568627451,-1.392156863,-0.6274509804,-0.6274509804,-0.6470588235,-0.3921568627,-0.2352941176,-1.37254902,-0.05882352941,0.2156862745
"1128","Q9Y2W1_S243",0.07843137255,0.4117647059,-1.019607843,0.4901960784,-0.2745098039,0.7450980392,0.3333333333,-0.8823529412,0.7058823529,-0.6470588235,-0.1176470588,0.2156862745,0.03921568627,0.4509803922,0.4509803922,-0.5294117647,0.05882352941,0.3529411765,0.137254902,-0.03921568627,-0.1764705882,-1.196078431,-0.1176470588,-0.3921568627,-0.5294117647,0.3725490196,-0.05882352941,-0.5490196078,-0.2156862745,-0.4509803922
"1129","Q3B726_S304",0.5098039216,0.1568627451,0.7254901961,0.7450980392,-0.9803921569,0.9215686275,-0.8235294118,-0.9019607843,0.4705882353,0.2156862745,0.6470588235,0.9215686275,0.9019607843,0.7450980392,-4.529411765,-1.039215686,-0.5490196078,-0.6862745098,-0.03921568627,0.2941176471,0.1568627451,0.1568627451,-0.2156862745,-1.137254902,-0.7647058824,-1.196078431,-0.6470588235,-1,-0.2745098039,-0.9607843137
"1130","O43399_S21",-1.31372549,-1.294117647,0.4117647059,-1.019607843,0.8823529412,-0.4705882353,0.5098039216,0.5294117647,-0.6078431373,-0.4705882353,-0.7647058824,-1.156862745,-0.7647058824,-1.470588235,-3.960784314,0.1764705882,-5,0.6078431373,-2.274509804,0.1176470588,0.1176470588,1.843137255,-0.8235294118,0.1960784314,-0.3333333333,0.2941176471,-0.1960784314,0.7647058824,0.3333333333,1.196078431
"1131","Q8N5H7_S440",1.666666667,-0.07843137255,-0.5882352941,-0.1960784314,0.3725490196,-0.5098039216,-0.2745098039,-0.8235294118,-1.647058824,-4.176470588,-1.078431373,-1.941176471,-0.5882352941,-1.843137255,-2.098039216,0.5098039216,-0.6078431373,0.05882352941,-0.6274509804,-0.6862745098,-0.3137254902,1.31372549,0.568627451,0.5490196078,0.2941176471,0.5294117647,0.5490196078,0.5490196078,-0.4705882353,0.7450980392
"1132","Q9C0B5_S432",0.5098039216,0.2352941176,-1.37254902,-1.705882353,0.3137254902,-0.09803921569,-0.01960784314,-0.2549019608,0.1568627451,-5,-4,-1,-2.156862745,-0.6078431373,-0.9803921569,-1.843137255,-3.37254902,-2.274509804,0.9607843137,0.07843137255,-0.6078431373,2.901960784,0.137254902,-0.4705882353,0.9411764706,1,-5,-3.470588235,-0.05882352941,0.1764705882
"1133","P31321_S83",-1.745098039,-0.568627451,0.8823529412,0.6274509804,-0.6862745098,-1.823529412,0.8823529412,-1.411764706,0.8235294118,1.156862745,-0.1568627451,0.05882352941,2.352941176,-1.588235294,-2.980392157,-0.3725490196,0.568627451,1.039215686,-0.5098039216,-0.6470588235,-0.1176470588,0.862745098,-0.2941176471,-3.176470588,-3.156862745,-3.901960784,-1.509803922,-1.862745098,-0.6470588235,-2.078431373
"1134","Q9H165_S205",1.039215686,0.3725490196,0,0.2745098039,-0.8235294118,0.5490196078,0.09803921569,-0.5882352941,-0.5294117647,0.431372549,-4.862745098,0.137254902,0,1.019607843,0.2745098039,-2.058823529,2.588235294,-0.3137254902,-0.2549019608,0.5882352941,-0.6666666667,0.3137254902,-0.6078431373,-3.921568627,-3.431372549,-5,-3.392156863,-4.431372549,-0.3333333333,-1.862745098
"1135","Q9H7N4_S498",1.078431373,0.05882352941,-0.05882352941,1.137254902,-5,1.529411765,-2.235294118,-5,2.392156863,-2.37254902,-0.9215686275,1.37254902,0.5490196078,2.37254902,-4.294117647,-5,-0.2549019608,-2.647058824,-3.392156863,-5,-3.176470588,1.549019608,-5,-3.470588235,-1.568627451,-1.254901961,-1.529411765,-4.333333333,-5,-5
"1136","Q9H7N4_S500",1.078431373,0.05882352941,-0.05882352941,1.137254902,-5,1.529411765,-2.235294118,-5,2.392156863,-2.37254902,-0.9215686275,1.37254902,0.5490196078,2.37254902,-4.294117647,-5,-0.2549019608,-2.647058824,-3.392156863,-5,-3.176470588,1.549019608,-5,-3.470588235,-1.568627451,-1.254901961,-1.529411765,-4.333333333,-5,-5
"1137","Q9UK58_S352",1.019607843,0.137254902,0.3333333333,0.6666666667,-1.294117647,0.3529411765,0.5098039216,-1.098039216,-0.1764705882,-0.5098039216,1.156862745,-0.1960784314,0.8431372549,0.5294117647,-0.5098039216,-1.803921569,-0.3137254902,0.4117647059,-0.3137254902,0.05882352941,-0.1960784314,0.09803921569,0.5882352941,-0.8431372549,-1.392156863,-0.3529411765,-0.3333333333,-0.862745098,-0.4901960784,-1.68627451
"1138","Q92785_S118",-1.039215686,-0.3137254902,0.5098039216,-0.8823529412,0.431372549,-0.7058823529,0.1568627451,0.4509803922,-2.196078431,0.9803921569,0.5294117647,-0.9019607843,-0.431372549,-1.215686275,-0.3921568627,-0.6274509804,-1.470588235,-1.823529412,-1.509803922,1,1.039215686,0.568627451,-0.1176470588,-0.7843137255,0.1960784314,-0.7254901961,0.8431372549,0.3921568627,-0.3921568627,0.9411764706
"1139","Q9UK58_S352",0.7647058824,0.1568627451,0.431372549,0.7647058824,-0.9215686275,0.431372549,0.3333333333,-1.196078431,-0.1568627451,-0.7450980392,0.7647058824,-0.2156862745,0.4901960784,0.431372549,0.05882352941,-1.039215686,-0.2745098039,0.4705882353,0.2352941176,-0.431372549,0.2549019608,-0.5098039216,0.1764705882,-0.4705882353,-0.7647058824,-0.1764705882,-0.03921568627,-0.9411764706,-0.1568627451,-1.058823529
"1140","Q8IYB3_S738",-0.9019607843,0.9411764706,-0.137254902,-0.1960784314,1.078431373,0.09803921569,0.3921568627,0.5490196078,0.6666666667,-0.1176470588,-0.3529411765,1.294117647,0.5882352941,0.3333333333,-0.2941176471,-1.31372549,-0.9607843137,-1.333333333,-1.019607843,-1.117647059,-0.1176470588,-0.9411764706,-0.5294117647,-0.8823529412,-0.3137254902,0.01960784314,-0.4705882353,-1.725490196,-0.01960784314,0.7647058824
"1141","Q9H1E3_S19",0.9607843137,-0.3921568627,0.5294117647,-0.1176470588,-0.8823529412,0.1176470588,-0.05882352941,-0.05882352941,0.9607843137,-0.2941176471,0.1568627451,0.4705882353,0.8039215686,1.254901961,-2.882352941,-1.117647059,0.137254902,0.1176470588,-0.07843137255,0.8235294118,-0.4117647059,-1.392156863,-0.3921568627,-0.4509803922,-1.352941176,-1.117647059,-0.9411764706,-0.6274509804,0.2941176471,-0.8235294118
"1142","P29590_S527",0.09803921569,0.03921568627,-0.2549019608,-0.3529411765,1.215686275,-0.5490196078,-0.137254902,0.9215686275,-0.5294117647,-1.019607843,-0.1568627451,-2.980392157,1.960784314,-0.03921568627,0.9411764706,-0.4509803922,0.568627451,0.05882352941,-0.1568627451,-0.5882352941,0,-1.019607843,-0.2745098039,-1.941176471,-1.823529412,0.05882352941,-0.8823529412,-1.117647059,-0.1764705882,-0.2156862745
"1143","P41212_S213",1.450980392,1.019607843,-3.039215686,-1.960784314,-0.7450980392,2.411764706,1.647058824,-1.196078431,0.2549019608,-3.921568627,0.4117647059,0.7254901961,1.980392157,-0.5490196078,0.2156862745,-5,-2.058823529,-4.333333333,-1.431372549,-1.019607843,-3.764705882,1.490196078,-3.941176471,-3.725490196,-5,-1.254901961,-4.31372549,-5,-3,-1.039215686
"1144","P02545_S458",-3.490196078,-5,-3.215686275,-2.31372549,-2.705882353,-0.6862745098,0.2352941176,-1.529411765,-2.254901961,-3.098039216,-5,-1.862745098,-5,0.8039215686,2.31372549,-0.7058823529,-5,-2.117647059,-3.764705882,-1.058823529,0.4509803922,2.078431373,1.784313725,-1.588235294,1.37254902,1.843137255,-0.3137254902,0.1764705882,-0.8039215686,-0.9803921569
"1145","Q9Y4P1_S383",-5,-5,-5,-5,-5,-5,1.921568627,0.5294117647,1.019607843,2.117647059,1.941176471,2.176470588,-3.882352941,2.803921569,-2.862745098,-5,-5,-1.941176471,-5,0.3333333333,-5,0.3333333333,-5,-5,-5,-5,-5,-5,-5,-5
"1146","Q9UQ35_S295",-0.137254902,-0.07843137255,-0.05882352941,0.8235294118,-2.68627451,1.098039216,0.1960784314,-2.117647059,1.294117647,-0.2745098039,0.2549019608,0.9803921569,0.5098039216,1.549019608,-0.8039215686,-2.823529412,-0.5098039216,0,-0.1568627451,-1,-0.9215686275,-1.37254902,-0.7254901961,-0.3529411765,-0.568627451,0.2549019608,-0.07843137255,-0.431372549,-0.05882352941,-1.607843137
